alert_key,probability
355724,0.9966777512495896
362151,0.9351155234179421
358252,0.9326228144402368
354820,0.9313825855580701
357885,0.9296680999145387
361690,0.9198861858385862
361295,0.9110194731898095
356399,0.9013596326067678
360053,0.9013596326067678
364639,0.8950169908982467
362890,0.8948601435767559
355780,0.894375703855894
364767,0.8933319355873542
360090,0.8928405841398078
364748,0.892175499858849
362273,0.8920311468677385
361456,0.8919239607775525
361018,0.891703306053714
360287,0.891256226059245
359272,0.8910120000685414
358622,0.8909272437302448
363914,0.8907021694450802
358061,0.8906136513834687
363339,0.8904438121707584
356632,0.8902743505725769
361459,0.8901896943763715
356068,0.8900423115895683
355420,0.8898081401001326
354658,0.8895136543376913
354256,0.8892471083251764
353077,0.8889878032378861
357324,0.8887222280374206
352332,0.888301432659062
358624,0.8878256490825195
363341,0.8857823711638305
353860,0.8853217990842751
361141,0.883980422626185
360582,0.8834661361759183
354662,0.8826844746744248
362147,0.8812355213217259
361570,0.8809250524469153
364470,0.8801710209821029
354258,0.8800756626517291
362869,0.8798262884299003
353394,0.8784513093244771
357693,0.8782797007127919
352487,0.8778219205605894
357341,0.8772086250982508
352337,0.8749521491686724
361145,0.8697548058988639
354061,0.8639067796390315
359633,0.8632332445490144
362723,0.8613552484426265
356594,0.858435685201178
364994,0.8577464842133767
352307,0.8536978219155457
354622,0.853232877230638
361273,0.852858449946677
354421,0.8518969849377752
358033,0.8507450357193581
364667,0.8484207292019633
359389,0.8420478413495313
356311,0.8411348819839669
359954,0.8411348819839669
355909,0.840345201568267
356411,0.8380959320730917
360066,0.8380959320730917
352309,0.8374790022007977
360393,0.8367614209240678
357291,0.836160103168797
363282,0.8334942174194605
354607,0.8330902297711845
357715,0.8327829268064103
363757,0.8309118314340359
355546,0.8305415264729231
364633,0.8305366434211362
364495,0.8297495316732165
357095,0.8296486853132151
364223,0.8295509491866121
363036,0.8292082451340671
362246,0.8292082451340671
362468,0.8267261917489085
361617,0.8264465890511014
355795,0.8258093817478539
362155,0.8241145720084607
362490,0.8240148433552879
361589,0.8222423086968802
363476,0.8222423086968802
356966,0.8222423086968802
362242,0.8222423086968802
358740,0.8222423086968802
356602,0.8184076461861082
354573,0.814158023288282
354238,0.812132438430259
358600,0.811373364273179
355787,0.8105867133591007
352316,0.8097174824738317
357297,0.8094081507882251
355395,0.8089594166177417
356612,0.8089375638781858
359653,0.8089109394156088
356055,0.8089109394156088
358281,0.8088385854795664
354814,0.8084537634981817
364695,0.8082596955782155
353241,0.807972945449123
360232,0.8078695400333146
357526,0.8077124185966426
356611,0.8066522756441027
354048,0.8056646988486226
357705,0.805460862097963
360094,0.8054280132346713
361028,0.8053262331737029
359960,0.8038248918869493
356315,0.8038248918869493
355916,0.8038248918869493
354854,0.8038248918869493
352520,0.8036280523874507
353518,0.8036256555645244
357216,0.8036256555645244
353248,0.8036196712524594
356637,0.803610349941886
363479,0.8033896989339852
363040,0.8029699337708343
361010,0.8029214242483165
358849,0.8028258361688665
359141,0.8028177071589515
354673,0.8025585402176088
364467,0.8023217600653701
358605,0.8020656332679965
360278,0.8019153949445282
358054,0.8019111073097657
363909,0.8019111073097657
353075,0.801774682666006
363774,0.8017544556411105
356624,0.8017318599113487
355411,0.8017246725357956
361152,0.801673859444947
353415,0.8015527920505958
357717,0.8015527920505958
354978,0.8015281899003368
359863,0.8015196188446543
356189,0.8015196188446543
355567,0.8015196188446543
361136,0.8013912866417571
361592,0.8013496461867159
362245,0.8013496461867159
363480,0.8013475043267742
361160,0.8013282364541832
364201,0.801306438687006
358298,0.801306438687006
359959,0.8012830438040311
355915,0.8012830438040311
356314,0.8012830438040311
354853,0.8012590179250157
353888,0.8012590179250157
357905,0.8012341480700148
352886,0.8012341480700148
364485,0.8011357439046493
356628,0.8010230706493209
359143,0.8009038799071845
358228,0.8007584307006556
364032,0.8006697580214993
365009,0.8005486450995054
359131,0.8005377306499817
362734,0.8005202082934949
361720,0.8005109473532748
362015,0.8005073427737561
360854,0.8005001537839733
355570,0.8004946945797904
360409,0.8004805540328653
359142,0.8004644989552742
360400,0.8004423221894428
358850,0.8004233960240564
364047,0.8004064377870103
353878,0.8003610271258932
360843,0.8003273631607789
358242,0.8003273319493638
364462,0.8003211967251483
359121,0.8003116228655447
353059,0.8002634200940048
356014,0.8002611316272836
359605,0.8002611316272836
361706,0.8002262348545425
361998,0.8002245147931683
356795,0.8002207703695635
356195,0.8002018251314117
364715,0.8001625718393008
353084,0.8001541270841904
364196,0.8001220705464684
358273,0.8001220705464684
356962,0.8001220705464684
363472,0.8001220705464684
362926,0.8001193699793157
354448,0.8001167811064059
359269,0.8001144619123491
355905,0.8000972667246784
356307,0.8000972667246784
358620,0.8000832741093805
364995,0.8000825745408789
362220,0.8000759134777742
354842,0.8000741768566368
353236,0.8000508261028333
353879,0.8000508261028333
361437,0.8000337905239767
362864,0.7999630167842516
358229,0.7998919973071908
360991,0.7998557247547758
354178,0.7998417356661073
360263,0.7998134321284027
364705,0.7997995315799098
359255,0.7997743998226882
352522,0.7997628524161162
358604,0.799743436328359
359608,0.7997247561030799
356017,0.7997247561030799
354962,0.7997004334070289
364033,0.7996906221189424
363160,0.7996797201597327
363895,0.7996664652210416
